marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,n_reviews,sentiment_score
US,43984466,R14RV1GQ082C7F,B005EX6M3W,727991452,"Choco Treasure Mixed Sports, 12-Count box",Grocery,1,2.0,2.0,N,Y,Eat the chocolate - better call into work sick,"Well, ordered a box of these. The chocolate is scary stuff. We see chocolate and think it's AOK to eat...99% of the time. This chocolate is the 1%. All kids got sick and four parents = STAY AWAY",2014-11-27,34,-0.1697
US,19381754,RNU52GC9JS0H4,B00JKZJOHG,840229837,"Coffee-Bitch-Slap-Extra Strong & Extra Smooth High Caffeine Coffee, Whole Bean",Grocery,1,5.0,6.0,N,Y,Smells and Taste's like stinky socks,"I was so excited to receive the coffee, based upon the reviews I thought it would be strong and &#34;smooth&#34;.  I programmed my coffee maker so I would wake up to a nice cup of coffee and woke up thinking, &#34;it smells like stinky socks, what in the world smells so bad?&#34;  I poured a up of coffee and took a sip, I have never found coffee that was horrible, I've never met a cup of coffee I had to pour down the drain, I always thought that was just disrespectful but this is not coffee, it is ground up dirty, stinky socks.  Needless to say, it was a very expensive lesson, I've tried the other strong coffee Amazon sells and it has been great, I thought this would b fun to try well...I was wrong.  Expensive lesson learned.",2014-11-26,74,0.84
US,13898856,R2T6UKBCPCJQQ0,B00P9EVKSS,552304667,Coke Life Reduced Calorie Coca Cola with Stevia 12 Oz Cans - Case of 12,Grocery,1,4.0,56.0,N,N,"GMO, high fructose corn syrups and ill practices of business. yuck!","Your practice of business with millions of lobbyists at our capitol appalls me. I luckily live in Austin, TX where we have pride in our locally made sodas made with actual natural ingredients rather than high fructose corn syrups and genetically modified crops (GMO) banned in over 30 regions. I'm NOT a science experiment!",2014-11-24,64,0.7027
US,21820741,R2KA09NPLCI4KX,B004WH2HVW,136167274,Eversafe MRE Full Meal Kit with Heater - Single Sample (Civilian MRE),Grocery,1,2.0,2.0,N,Y,avoid these mres.,"This brand of mre is not a good one. Ordered 2 and one mre didn't have the flameless ration heater. The other one had no dessert! Neither one had coffee, creamer, sugar, moist towellete, brown mre spoon. I would recommend xmre. Thankfully amazon refunded me.",2014-11-23,53,0.3991
US,11381603,RUQ27RTR40QRM,B006K3RCPC,23413404,"La Tourangelle, Avocado Oil Spray, 5 Fl. Oz.",Grocery,1,9.0,10.0,N,Y,Tasted and smelled like rotten avocados,"Tasted and smelled like rotten avocados...I'm not sure what I expected though...it makes sense that it would smell like that, I guess.",2014-11-21,351,-0.0675
US,5810748,R1LT7LRGCEZMY6,B000CR1ELU,306270194,Premium Madagascar Vanilla Beans 1/4 lb (26-30 beans) JR Mushrooms Brand,Grocery,1,2.0,3.0,N,Y,moldy/rotten,"My first shipment was great, but this shipment,  95% of the vanilla beans were useless and rotted/moldy. Not fermented, I mean bad, off. I was very disappointed and couldn't get amazon or the vendor to do much as it seems it's very hard to make a claim these days.  They just lost my business buying vanilla beans in bulk. Too bad, b/c I need to buy half a pound of beans.",2014-11-21,630,-0.6067
US,21127938,R33M8P8E15UZJK,B00370CFR6,196237455,"Green Mountain Coffee Wild Mountain Blueberry, K-Cup Portion Pack for Keurig K-Cup Brewers",Grocery,3,0.0,0.0,N,Y,"A good blend, but consume one or two a week to avoid overkill",A decent blend. You will recognize the flavor as blueberry. The fragrance is awesome which is what boosted this rating to a &#34;3&#34;. Do know that too many in a row could kill it for you overall and then you'll avoid it in the future so maybe limit consumption to once or twice a week to further draw out the enjoyment.,2014-11-20,492,0.5106
US,10302151,RRZ8VOP3WMT6B,B005W9VJV8,514783338,"Nut Roaster's Reserve Premium In-Shell Mixed Nuts (2.5 pounds) -- Almonds, Walnuts, Pecans, Hazelnuts",Grocery,1,0.0,1.0,N,Y,Bag had more Brazilian nuts that were rotten with tiny ...,"Bag had more Brazilian nuts that were rotten with tiny lil worms in them, very few almonds & walnuts, not sure I'll be ordering nuts from online anymore.",2014-11-18,38,-0.8562
US,43470314,R2NBLCX81RVWSF,B003LJ66QY,620716692,"Hyland's 4 Kids Cold 'n Cough Nighttime Relief Liquid, Natural Relief of Common Cold Symptoms, 4 Ounces",Grocery,1,2.0,6.0,N,N,This was his 3rd day of being sick and even at his worst he immediately calmed down when I picked up,If I could give this a zero I would. I gave this to my 2 year old so that he could get a little rest since he was drowning in his mucous and couldn't breathe through his nose. He fell asleep quickly but less than an hour later he woke up crying really hard. I picked him up to soothe him but he was inconsolable for 15 minutes. This was his 3rd day of being sick and even at his worst he immediately calmed down when I picked up...except this one time after getting this syrup. Only after reading another review from another parent with a similar response did I realize it was definitely due to this drug. I do not recommend this product unless you want an inconsolable child who is already miserable from a cold.,2014-11-18,57,-0.9274
US,47413950,RBPOYODM5WMW2,B004NR255Y,405442188,"Sunflower Seeds, Raw, Hulled, Organic, 5# Bulk",Grocery,1,1.0,2.0,N,Y,dangerous food from china,beware!!!!!!this is from  china. food item from china is dangerous to health. I would never ever order it. it says I can't even return the item,2014-11-18,66,-0.6449
US,43148722,R1CLM84AG7D4A,B003ZJNJKG,496389424,Dell'Alpe Hot Giardiniera,Grocery,3,0.0,0.0,N,N,... stars it was a ok product but not as good as ill primo or rocconto brand,"I gave 3 stars it was a ok product but not as good as ill primo or rocconto brand.it was too salty the  flavor was just ok,the only good thing was  the price I hope this help for other buyers",2014-11-17,13,-0.0722
US,37416441,R3CGUSLVEPITLL,B00LK1GQW4,534645028,"Coffee-mate Coffee Creamer, Pumpkin Spice Table-Top Pump Bottle, 21.1-Ounce",Grocery,3,1.0,1.0,Y,N,You may wish to avoid reading the nutrition facts.,"I drink only one mug of coffee each day, but it's a big mug which gives me 13 to 14 oz of strong espresso. I like my coffee milky and sweet, so I just kept adding the creamer until I got my coffee the way I like it. It took twelve pumps, each pump equaling one serving, each serving being one tsp, each tsp equaling 25 calories.<br />I like it; it is sweet and creamy and has good spicy pumpkin flavor, but I can't afford to be adding 300 unnecessary calories to my morning coffee on a regular basis.",2014-11-14,25,0.98
US,10664046,R2YDU3EDM99DU5,B001ID6MIC,557609992,"Bragg Organic Unfiltered Apple Cider Vinegar, Raw, 16 Ounce - 1 Pack",Grocery,1,4.0,9.0,N,N,Didn't help with dieting and just made me feel sick.,Was nasty as hell. I didn't benefit at all from this product. I forced myself to drink it and drink it. I just ended up with upset stomachs and acidy burps. Would not buy again for dieting purposes.,2014-11-12,124,-0.9458
US,2237270,R1ITCJZUJLA1IU,B00585DNYC,340926660,We Got nuts Raw Macadamia Nuts,Grocery,2,3.0,5.0,N,N,Felt ill and stopped up digestion...,"I wanted to like these so much but every time I ate them I couldn't digest them. My digestive system just couldn't deal..<br />And I felt ill each time after eating them. I would eat about 1/2 a cup w/ some chocolate chips.<br />I tried snacking on them on their own.<br />I also tried the new technique of soaking them in th fridge overnight, which is supposed to make them more digestible. For me each attempt was a failure.<br />I felt ill every time and I think it is bcs they were rancid .. It really is soo hard to get very fresh nuts.<br />I don't want to be mean to the company I just want to make sure others w/ digestive issues don't go through what I did.",2014-11-12,16,-0.8281
US,23353307,R1WROOUKATUFMT,B00IB7DSCG,450570663,"Lakewood Organic PURE Beet Juice, 32 Ounce (Pack of 6)",Grocery,2,7.0,12.0,N,N,Tastes like rotted non-sweet beets,"- Tastes awful to me, unbearable. Tastes exactly like non-sweet beets, which to me tastes like vomit.  I believe there are folks who like the taste tho, just like some old folks like eating liver, head cheese, etc.<br />- This has added lemon juice in it.  I don't recall reading that before I ordered it.<br />- This has 75 mg of sodium per serving, which is higher than other beet juices.<br />In summary: worse than I had hoped, I'm throwing the entire case of bottles in the trash.  Somehow a different brand (&#34;Pure Clean Powder&#34; brand) tastes way better than this.",2014-11-11,40,0.9118
US,52643790,R1UV42OFGDKF79,B00O41OKEI,171723569,ONE ORGANIC Matcha Green Tea Powder (250g) - USDA Certified Organic,Grocery,2,190.0,222.0,N,N,"Might be OK in mixes, but avoid this for drinking","Matcha green tea is a type of green tea where you ingest the whole tea leaf (in the form of finely ground powder), rather than drink the water from steeped green tea leaves.  It can take up to an hour to grind an ounce of matcha, and that labor-intensiveness plus the relative freshness of the matcha tends to dictate the price, which usually ranges from reasonable-but-expensive to very-very-expensive.<br /><br />This offering from One Organic is cheap culinary grade matcha. As a comparison, you can get &#34;economy&#34;/daily-use drinking matcha direct from Japan for about $12-15 an ounce.  This matcha is @$20 for nearly 9 oz.  Unfortunately, price is truly an indicator of quality matcha, and this tea tastes as cheap as it costs.<br /><br />Right out of the package, you can see a clear difference between this matcha and higher grades.  Fresh, good matcha should be neon green in color - the One Organic matcha is a dingy &#34;Army&#34; green by comparison (see the picture I posted for a comparison between One Organic and a &#34;better than average&#34; quality matcha that I had on hand which runs about $14 per oz, and is considered good quality but not highest quality).<br /><br />I nearly always prepare my matcha as usucha, or &#34;thin type&#34; matcha (this refers to the consistency, not the flavor), and my usual amount is about 2 grams of matcha to roughly 4 oz of water, although you can change these proportions slightly to suit your taste. I tried several attempts of two different preparations using the One Organic matcha: matcha + water, and matcha + water mixed into @6 oz of unsweetened almond milk.  I found both types of preparations to be undrinkable - very bitter and flat, with none of the smoothness and creamy mouthfeel (a quality called &#34;umami&#34;, that is somewhat hard to describe, but is a kind of savory, &#34;meaty&#34; flavor) that a good matcha should have.  Some of the better quality matchas even taste sweet.  While some matcha can be slightly bitter, the bitterness is very mild and should not be the overwhelming aspect.<br /><br />I tried different strengths of both types of preparation, and couldn't get anything other than an overwhelmingly bitter taste from the One Organic matcha.<br /><br />I'm giving this two stars since if you only use it as a healthful additive to smoothies and baked goods and can disguise the taste, then perhaps this is good value for your money. But if you are interested in trying matcha straight (matcha + water), this would be a terrible introduction to it, and I cannot recommend it.<br /><br />If you want to try matcha as its own drink, then don't start with this matcha. You might walk away thinking this is how matcha should taste and then never try it again.  Instead look for &#34;ceremonial-grade&#34; matcha rather than &#34;culinary-grade&#34; matcha. Even the lowest-price ceremonial grade matcha will have a flavor profile that is more accurate to how good matcha tastes.  Personally, my &#34;daily-use&#34; matcha is usually @ $12 per oz; when I want to treat myself, I'll sample a higher grade matcha that falls between $14-$20 per oz.  If you really want to splurge for the best of the best, go for the $40-$50 per oz matchas.<br /><br />Also, keep in mind that the reason why matcha tastes how it does is because of the potency of the high amount of amino acids it contains.  A matcha that doesn't taste like &#34;good&#34; matcha is inferior not just in flavor but in the potency of its healthful elements.<br />[Sample provided for review]tter, the bitterness is very mild and should not be the overwhelming aspect.<br /><br />I tried different strengths of both types of preparation, and couldn't get anything other than an overwhelmingly bitter taste from the One Organic matcha.<br /><br />I'm giving this two stars since if you only use it as a healthful additive to smoothies and baked goods and can disguise the taste, then perhaps this is good value for your money. But if you are interested in trying matcha straight (matcha + water), this would be a terrible introduction to it, and I cannot recommend it.<br /><br />If you want to try matcha as its own drink, then don't start with this matcha. You might walk away thinking this is how matcha should taste and then never try it again.  Instead look for &#34;ceremonial-grade&#34; matcha rather than &#34;culinary-grade&#34; matcha. Even the lowest-price ceremonial grade matcha will have a flavor profile that is more accurate to how good matcha tastes.  Personally, my &#34;daily-use&#34; matcha is usually @ $12 per oz; when I want to treat myself, I'll sample a higher grade matcha that falls between $14-$20 per oz.  If you really want to splurge for the best of the best, go for the $40-$50 per oz matchas.<br /><br />Also, keep in mind that the reason why matcha tastes how it does is because of the potency of the high amount of amino acids it contains.  A matcha that doesn't taste like &#34;good&#34; matcha is inferior not just in flavor but in the potency of its healthful elements.<br />[Sample provided for review]",2014-11-10,209,0.9934
US,6926920,R37IVKS20271TA,B008DQ76W8,714721249,Betty Crocker Mac and Cheese,Grocery,1,3.0,3.0,N,N,Great for filling your body with junk that will likely make you sick,Smells like rubber taste like chemicals no joke it's gotta have something horibble in it throw away do not eat I bought 4 boxes but after one bite it had a bad smell and taste like chemicals with cheese I would stay away unless you wanna poison yourself then eat up!,2014-11-10,12,-0.722
US,5778042,R3HY9MW1OCM0N2,B000MDCDJ6,704789890,Bumble Bee Sensations Seasoned Tuna Medley,Grocery,3,1.0,1.0,N,Y,Love the taste - last case made us sick,I love the taste of the Spicy Thai Chili Tuna Medley it is the absolute best flavor. Unfortunately the last case I bought made us all sick. The packages were stored properly when I received them and they were not expired. Every single time me or my husband would eat one it would require a scary bathroom visit a few hours later.  I have bought other cases before and not had any problems. I will be talking to Bumble Bee about it because it very is possible this seller had no idea. I will continue to buy this product. It is possible that this is just a one time occurrence but Bumble Bee should be notified if anyone else has experienced this issue.,2014-11-10,97,0.0719
US,24893771,R1YV6IFJ974ZGF,B009G4IYYU,669074340,"Glow Stick Pumpkin Pops, Halloween Candy Suckers",Grocery,1,0.0,0.0,N,N,dangerous,Dangerous I just opened my daughters only for it too explode in my face and eyes burns like crazy anyone with them throw away and complain to company,2014-11-09,1,-0.6705
US,21370287,R1226DE88IH011,B009MMU0AW,139934133,Dried Salted Silverfish / Dilis - 2 x 4 oz - Product of the Philippines,Grocery,2,0.0,1.0,N,Y,stinky fish,"Smells like, tastes like, dirty diapers.<br /><br />But my wife loves it.",2014-11-09,2,0.7003
US,13875978,R1TRZNH1LLL18Y,B007MI2O6G,617793307,"Core Power Natural High-Protein Milk Shake, 11.5 Ounce (Pack of 12)",Grocery,2,3.0,4.0,N,Y,"Too inconsistent, one made me ill.","I loved these but the last couple in the case I bought had big lumps in them that didnt dissolve when shaking, then I got one that was completely rancid. I just don't trust them anymore.",2014-11-06,89,-0.759
US,17516546,R279QUS9CJB6IY,B0044MNYIK,433675691,"Kirkland Signature Pecan Halves, 2 Pounds",Grocery,1,5.0,6.0,N,Y,I was pretty sick when I paid 23,"I purchased this because the brand is Kirkland which is Costco trademark and had bought at Costco before but didn't remember the price. I was pretty sick when I paid 23.99 for a two- pound of pecans and when I got to Costco realized they were only 12.99 for the same two pound bag there. I would have maybe expected a few dollars higher but not doubled:-( Needless to say, I won't be ordering these again from The Shops.",2014-11-05,111,-0.0387
US,19360038,R1EYKXTGE8TX58,B00F9WPH5C,120832451,"Kellogg's Special K Pastry Crisps Cereal, Strawberry, 21.1 Ounce",Grocery,1,0.0,1.0,N,Y,they are literally icky sweet. They could make this with half the sugar ...,"They are ok but seriously too much sugar and its not &#34;hidden&#34; sugar, they are literally icky sweet.  They could make this with half the sugar and it would still be sweet enough.  Folks, small steps, the over processed white sugar and white flour etc. this is not a healthy product and food producers need to do better and putting out more products that resemble real food.<br /><br />I do think this is ok for a occasional treat but you could also just consider a small pack of m&ms---because this is a sugary treat.  Consider joining me in my micro Boycott, lol.",2014-11-01,1,0.9646
US,49218483,R2EGZ2GCU47BQ6,B000HLHS5W,751036251,Mr. Kipling Viennese Whirls 6 Pack,Grocery,2,0.0,0.0,N,Y,Too icky sweet,Not great.,2014-10-30,17,-0.5096
US,16531603,R2X3TQH20M9GZ7,B000UZVPKO,714423033,"Roland Sardines in Water, Skinless & Boneless, Low Sodium, 4.375 Ounce (Pack of 10) (Packaging May Vary)",Grocery,1,0.0,0.0,N,N,Great sardines- dangerous cans!,"The larger sardines, like these ones, are always drier and denser, more tuna-like, than the small brisling sardines with the bones.  Sardines smashed onto a freshly baked sourdough baguette with garden tomato, red onion, olives, etc, whatever I have around really, is a simple, heavenly lunch- my favorite.     I also use sardines in other dishes and since no one else in my household is OK with bones, I have recently tried all of the skinless/boneless brands available on Amazon.  These ones are my favorite brand in water- they really pack in the sardines unlike other brands that may be 50/50 water/fish.  You get three fat, whole sardines compared to others that are three or four sad broken pieces swimming in oil/broth. Since I usually use some kind of sauce with these, the dryness isn't a factor for me, but it may be for some.  They are not overly salty and have a fresh, clean taste.    For taste and value, these would get 4 or 5 stars, however, the majority of these cans were defective. The pull tabs broke right off with little pressure and I had to stab the seam with a butter knife and use pliers to pull the lid back.  I managed without slicing off any digits, but it was a dangerous process!  I will put these back on subscription when there are no more complaints of defective cans.      (I will also change my star rating if/when the manufacturer fixes the cans- maybe they'll take note if there are several low ratings for this problem)",2014-10-28,35,-0.965
US,20831164,R153MMWG8363DO,B00ALYXZN4,189697280,Jeff Foxworthy’s Grit Chips Original - Pack of 3,Grocery,1,0.0,1.0,N,N,They had a horrible taste - I've been sick all day today,I have eaten a few bags of Grit Chips as well as eaten them at Roswell Tap.  They were OK so I bought another bag. We ate them last night & after a few minutes I threw the bag away. They had a horrible taste - I've been sick all day today.  No more Grit Chips for us!,2014-10-25,6,-0.6439
US,40527076,R1KD1PJPU5Y91Z,B00ESI96SW,282868546,Wonderbag Non-Electric Portable Slow Cooker with Recipe Cookbook,Grocery,1,37.0,46.0,N,Y,food temps unsafe,"I was very intrigued and wanted a Wonderbag the moment I read about it on Amazon.  I thought it was a really GREAT thing that this was helping people and that my purchase was not only going to benefit me, but also someone that really needed it.  I waited until I could justify the purchase and bought it this week.  I followed the fluffing up directions, let it sit overnight and made a chili the next day, following every direction explicitly regarding boil times as if was my first time using it and I wanted it to work.<br /><br />My chili contained beans, vegetables, and canned beef.  After it boiled for the appropriate time I took the temp to make sure it wasn't over the 350 and wouldn't hurt the bag.  I placed it in the bag nice and tight and forgot about until a couple of hours later I heard the food bubbling. I thought to myself , GREAT ! It's really keeping it warm and letting it cook.  At dinner time 7 hours later I tell my husband I made chili and I go to get it out, and you can tell it is definitely NOT hot, at all.  I took the temp and it was at 122.  I don't know how long it was at that temperature and had to throw away the food.<br /><br />Here are my issues -  The Wonderbag will keep my food warm, and it will keep it cool, but from my experience the only safe way to use the bag is in that fashion for up to 2 hours.  The danger zone is below 145 or so for bacteria to grow, and it can grow quickly.  Someone else's 1 star review goes over that in more depth.  It's not safe and it shouldn't be marketed as a slow cooker, it should be marketed as a way to keep hot foods hot for longer, or cold foods cold.  It's good for that, and for that purpose I'd give it more stars.<br /><br />My last issue is an Amazon glitch stating that this cannot be returned.  If you contact them directly they are able to assist you and send you a return shipping label.  Three weeks after I received a refund they still have not fixed the \\""no returns\\"" glitch which is unacceptable.  AlsoWonderbag should list safe food temps because many of the people that think this bag is just marvelous are going to end up getting sick from bacterial growth from the low holding temps.",2014-10-25,230,0.9933
US,25039718,R34ZPP8RN4KUWR,B00EYNR4H6,417817499,"Bolthouse Farms DAILY GREENS ""Kale, Spinach, Romaine"" 15.2 oz (12 Count)",Grocery,1,2.0,3.0,N,N,Actually made me sick,"I love of of bolthouse farms drinks, And I will always be an avid buyer of their products.... Except this one. I have never had anything that has literally made me vomit right after drinking it. No, I wasn't expecting it to be as sweet as the rest of the drinks nor did I have high expectations in the taste department. However, I had no idea it would taste like rotten vegetables. I'm so upset I even spent money on this product. I expect so much more from bolthhouse. (P.S. Works very well as a vomit inducing product)",2014-10-23,95,0.4984
US,16054283,R2EM40R0IIM0N4,B00E4F83N8,744349750,"Native Forest 100% Organic Raw Virgin Coconut Oil, 128 Ounce",Grocery,3,7.0,9.0,N,Y,Love what's inside! Getting it opened is potentially dangerous however...,"Love the product, but it's ridiculously difficult to open the bucket... You have to use a serrated knife to cut thick plastic with zero perforation of guidelines.",2014-10-21,87,-0.7506
US,52332201,R33YOEEMHZ4DBT,B005UBGN5U,680819582,Ice Breakers Sours Tin- 8 ct,Grocery,1,2.0,2.0,N,Y,Sorbitol in this product made me so sick. Be ...,Sorbitol in this product made me so sick.  Be careful and don't eat too many of these at once.  I had to give these away because I got so sick.,2014-10-21,48,-0.8234
US,20835588,R1W0IRLHHLQB2,B0011FDXG6,350335056,Poppycock Original Glazed Popcorn - 30 oz,Grocery,1,11.0,11.0,N,N,you should avoid buying Poppycock popcorn as the product is extremely poor quality. If you do,"Formula has been changed since this past Spring. No more whole or half nuts, only a sprinkling of nut fragments and the glaze formula has been extremely watered down.<br />This is due to Orville Redenbacher being bought out by Con-agra. Price has risen significantly and quality of product has been decimated. Sincerely, you should avoid buying Poppycock popcorn as the product is extremely poor quality. If you do, contact wecare@conagrafoods.com to demand a refund.",2014-10-20,19,-0.7574
US,3906905,R1JIHFWW0J70TE,B006G7XV5M,628276829,"Oberto All Natural Original Beef Jerky, 3.25 Ounce Bag (Pack Of 4)",Grocery,1,0.0,1.0,N,Y,"After vomiting for about ten minutes, I checked the batch. It was rotten","Already had 1 bag that seemed out of date. It was tough and barely edible. Second bag was great. Just opened the third bag and grabbed a chunk. Tossed it in and the taste was like manure.  After vomiting for about ten minutes, I checked the batch. It was rotten. I can't explain how disgusting this was.  Buy local. Not worth the savings.",2014-10-20,29,0.6007
US,47736211,R1MNH86KVY316B,B006JV4W80,319251555,100+ STEVIA REBAUDIANA HERB SEEDS ~ SUGAR LEAF or SWEET LEAF ~ sugar substitute,Grocery,1,0.0,0.0,N,Y,I highly recommend that you avoid this product,The seeds they ship are dead and will not germinate.  I highly recommend that you avoid this product.<br />You will be better off going a another company.,2014-10-19,38,-0.712
US,17173104,R3BI6UD6NUK86E,B0000DHX79,208102313,"Cashew Pieces, Large, Raw, Bulk - We Got Nuts",Grocery,1,0.0,0.0,N,Y,the taste was like rotten.,"Had to return it back, the taste was like rotten.",2014-10-17,53,-0.2023
US,43286227,R3V9DULSYFEHJL,B001I7MVG0,792179620,Bragg - Organic Apple Cider Vinegar with Mother,Grocery,2,3.0,6.0,N,N,"I take acv of other brands and feel great, i take one tbsp of this rotten juice ...","Be careful of this product. It is rotten! perhaps filled with bacteria??? I take acv of other brands and feel great, i take one tbsp of this rotten juice and it makes me farting like a dog, sorry about the words, but i am trying to save you some time, money. It is powerful and works but make me sick. If i take more than a tbsp i go straight to the bathroom with diarrhea, and it is instantly! Maybe not for me, but i felt like sharing my experience so you can judge for yourself. Good Luck!",2014-10-17,1039,0.9728
US,15259871,R1BL668OWR3WT7,B001EO777A,540996602,"Café Bustelo Decaffeinated Instant Espresso 97 % Caffeine Free, 3.5-Ounce Jars (Pack of 4)",Grocery,3,6.0,6.0,N,Y,Not bad if you have to avoid caffeine,My wife likes it because she isn't supposed to drink caffeine. I drink the regular in hot milk. Easy to make latte and very tasty. The decaf is pricey and only available on line. I have never seen it at a store.,2014-10-16,25,0.6908
US,11234325,R3DP225XL1QPA9,B0027E2JQ0,325693404,"Tabasco Beans, Spicy, 16 Ounce",Grocery,1,0.0,0.0,N,N,love the Tobasco Olives but I suggest you avoid these ...,"The beans  are very tough and then they pack a bit to much heat, love the Tobasco Olives but I suggest you avoid these because of the poor  quality of beans used. Tough and stringy not crispy.",2014-10-15,18,-0.7577
US,36092838,RZNAA3DBGJD6B,B002XE6CDU,522718649,Mincemeat Tarts,Grocery,3,0.0,1.0,N,Y,Tasted like rotten fruit.,This was a bit way too fermented tasting for me. Tasted like rotten fruit. It was really gross and not what I remembered it tasting like. I hate around the center so that I had more crust to wash out the taste and didn't eat the center because it had the stronger rotten fruit taste to it.,2014-10-14,26,-0.796
US,16977127,R12LYDNKO9LR78,B009FUJKMK,206494658,Kinder Hanuta Bar (Pack of 12),Grocery,1,0.0,0.0,N,N,This is so overpriced it's unbelievable. I'm about sick ...,This is so overpriced it's unbelievable. I'm about sick of Amazon.com. I really am. No value in it anymore.,2014-10-13,1,-0.2619
US,21836516,R1RZ58MYF4YXZH,B002INDU22,289763125,Miracle Berry Fruit Tablets:TEN tablets Yellow Box Miracle Fruit Frooties Miraculin Tablets Large Size Tabs 10 600mg Per Tablet,Grocery,3,0.0,2.0,N,N,It's supposed to help you by not using any type of sweetener if you are craving something sweet while trying to avoid refined su,"Let's get real. This will arrive to your door heralded as a new diet-miracle. Why? It's supposed to help you by not using any type of sweetener if you are craving something sweet while trying to avoid refined sugars or artificial sweeteners. While this berry's power to sweeten is truly novel, this product is not going to revolutionize the sweetener industry unless they figure out how to make it in mass quantities. Here's how this works: You unpack one precious tablet from the blister package, swirl it about on your tongue until it dissolves and then eat something sour. Hmmmm. OK. I tried sucking on a lime wedge. Not bad, tasted quite sweet, like key lime pie. In the same half hour, I tried some lime infused unsweetened sparkling water. Tasted a bit like a sweet 7-Up. Plain yogurt? Becomes sweet. Sound good? It might be if the effects lasted more than 45 minutes and you did not have to pay more than $1.25 per tablet. That's right... this brand was the cheapest I found online, and I still only got 10 tablets in a box for nearly $15. I think as a party trick it might be fun to pass out lime or lemon wedges with a tablet on the side to your guests, but otherwise, I think I will continue my search for alternative sweeteners.",2014-10-12,306,0.9683
US,37987169,R2UO2XEJRLEF7W,B005FPDENK,403452301,"Almond Breeze Almondmilk, Almond and Coconut Blend",Grocery,1,2.0,4.0,N,N,Why all the dangerous synthetic-source calcium? If I wanted ...,Why all the dangerous synthetic-source calcium? If I wanted to ingest calcium carbonate I'd find some cheap vitamins.<br />Please make a version of this otherwise tasty product for people who care about eating healthy.,2014-10-11,27,0.4215
US,12282451,R2757G7T3D1E30,B00MT6WKI8,397677720,WildRoots Simply Wild Organic Trail Mix- 24 Oz (1 Lb 8 Oz),Grocery,1,1.0,1.0,N,N,Quality control problems-- rotten apple pieces,"I have always been happy with the WildRoots trail mix blends. But, there are some serious quality control problems with this one-- particularly with the apples. The last bag of the Simply Wild variety that I bought was inedible because the apples tasted like they had gone rotten before they were dehydrated for the trail mix. I tried just picking the apples out (which was nearly impossible due to the fact that they chop them up into pieces smaller than a sunflower seed, and about 75% of my bag was apple bits), but the flavor of the rotted apples had affected the flavor of everything else. I won't be buying any more of the WildRoots mixes that contain apples.",2014-10-08,3,-0.2382
US,4743574,R1QPK17RBNVCGC,B00M2OGS08,715217277,Surge Citrus Flavored Soda 16fl oz. 12 cans,Grocery,1,28.0,75.0,N,N,Need to get more in stock soon. Getting sick ...,Need to get more in stock soon. Getting sick of looking at these ridiculous prices that idiots have on here. Come on Coca - Cola get it restocked! Until the price comes down it's only getting one star.,2014-10-08,3881,-0.7263
US,21224643,R1WQD5NSOSMQ8Z,B002NHNX2K,312944188,Natierra Natural Goji Berries,Grocery,1,0.0,0.0,N,Y,These made me really sick. Wasn't sure at first ...,These made me really sick. Wasn't sure at first since I always eat these from other sources. Tried small amount twice. Vomited severely. Warning.,2014-10-06,30,-0.8812
US,39443659,R17DE45B9RCK8I,B000H7LVKY,813496735,"Traverse Bay Fruit Co. Dried Cherries, 4-Pound Bag",Grocery,1,0.0,4.0,N,Y,ill keep making my own.,"Seriously, I make the worlds best granola. By request it is a standard Christmas present to friends and family. This was a faikure to me. Very disa appointin even for free..",2014-10-05,792,0.765
US,20205916,R1CTN6M6BJRESO,B000LKV7Q0,452011873,"Green & Black's Organic Chocolate, 3.5-Ounce Bars (Pack of 10)",Grocery,1,1.0,2.0,N,Y,Old and rotten.,"Got this from a seller in the UK.  Tasted like crap, was old and rotten.  Got ripped of 35 dollars on this one.  Upset and won't buy again.",2014-10-04,79,-0.7184
US,41208309,R1S5V25FX7LLCD,B00KDQNRA6,360304683,"40 Ct K Cup Flavored Coffee Variety Pack for Keurig Brewers Featuring Green Mountain, Gloria Jeans, & More",Grocery,1,0.0,1.0,N,Y,danger if you have a new kuerig maker.,If you have a new kuerig maker do not buy this.  Over half the cups are not kuerig brand and will not work.  I emailed customer service and they basically told me that they did not know what I was talking about.  The new makers have a reader in them and if it is not a kuerig brand k cup they won't work.,2014-10-02,50,0.0
US,40830972,R1VJMREZW5LDJR,B000GAT6NG,653570135,"Nutiva Organic Virgin Coconut Oil, 15 Ounce",Grocery,1,1.0,1.0,N,N,"Rancid.  Yellow, stinky, not good.  Bad batch?","This batch was rancid.  I contacted the seller and amazon about it, and after two tries, did get a prompt refund.<br />Since I go through a lot of coconut oil, and since I have been favorably impressed with Nutiva's product when I got it in smaller amounts, I figured this would be a good buy.<br /><br />If anyone has any thoughts on if it's a gamble to get such a large amount (I see lots of rancid reports in the feedback), please respond.",2014-10-01,1447,0.5574
